# tri_id  lon  lat  e_ee  e_en  e_nn  e1  e2  azimuth  dilatation  max_shear  second_invariant  e_ee_std  e_en_std  e_nn_std  e1_std  e2_std  dilatation_std  max_shear_std
 1848    87.46967   48.14400        -1.453         0.702       -13.395        -1.412       -13.437     86.65       -14.849         6.012        13.511       3.457       2.545       1.941       3.329       2.051       3.911       1.954
 1849    87.82267   47.55200         0.087        -1.512        -4.459         0.544        -4.916    106.82        -4.372         2.730         4.946       3.853       2.801       4.513       3.775       3.217       5.889       1.905
 1850    87.39500   47.52933         1.367        -0.563        -6.194         1.409        -6.235     94.24        -4.826         3.822         6.393       1.356       1.208       1.729       1.313       1.799       2.188       1.134
 1851    86.06167   47.10800        -0.062        -2.185        -6.141         0.642        -6.844    107.86        -6.202         3.743         6.874       1.263       1.114       1.860       1.364       1.767       2.292       1.086
 1852    86.13200   46.79033        -0.095        -3.565        -6.621         1.474        -8.191    113.77        -6.717         4.833         8.322       1.382       1.301       2.173       1.853       1.746       2.534       1.279
 1853    86.45400   47.41367         0.338        -0.155        -5.261         0.343        -5.265     91.58        -4.923         2.804         5.276       1.420       1.075       1.699       1.425       1.617       2.405       0.936
 1854    87.00233   47.31300         0.111        -0.731        -4.335         0.228        -4.452     99.10        -4.224         2.340         4.457       1.192       0.986       1.537       1.135       1.402       2.036       0.768
 1855    86.83233   46.83567        -1.217        -1.557        -5.282        -0.689        -5.810    108.72        -6.498         2.560         5.850       0.983       1.014       1.504       1.225       1.268       1.764       0.881
 1856    86.35433   46.61867        -2.059        -0.344        -6.538        -2.033        -6.564     94.37        -8.597         2.266         6.872       3.343       1.881       1.894       2.746       1.947       3.839       1.407
 1857   121.70700   41.77133        10.110       -11.624        -9.299        15.548       -14.737    115.07         0.811        15.142        21.422       6.265       1.849       2.201       4.048       3.684       6.787       1.861
 1858   122.04267   41.89233        44.788        12.869        -9.428        47.687       -12.328     77.30        35.359        30.008        49.255       4.894       5.690       3.918       6.501       4.255       6.301       4.501
 1859   121.28200   41.79567        11.116       -10.417        -5.679        16.099       -10.662    115.56         5.436        13.381        19.310       4.349       1.942       2.273       4.404       2.023       4.773       2.459
 1860   121.01733   42.22200        -7.550        -3.448         2.463         3.535        -8.623    162.72        -5.088         6.079         9.319       2.335       1.460       1.392       1.380       2.432       2.629       1.477
 1861   121.34133   42.55533         2.372         3.231         6.889         8.573         0.688     27.53         9.260         3.942         8.600       2.126       1.303       1.562       1.624       1.940       2.602       1.228
 1862   122.38633   39.94200        -8.886        -1.037         2.488         2.581        -8.980    174.83        -6.398         5.781         9.343       2.905       2.905       4.097       2.930       3.821       4.944       2.342
 1863   121.37800   40.10767         8.574        -2.236         1.188         9.198         0.564    105.60         9.762         4.317         9.215       2.961       2.499       3.765       1.468       4.505       4.769       2.353
 1864   121.38967   40.51733        21.554        -0.267        -1.410        21.557        -1.413     90.67        20.145        11.485        21.603       2.570       1.631       1.337       2.963       1.324       2.862       1.794
 1865   122.24633   39.60933        -8.007        -2.504         1.017         1.666        -8.655    165.48        -6.989         5.161         8.814       3.679       2.398       2.877       1.966       3.729       4.848       1.735
 1866   121.93033   39.61800        -0.578        -0.189         3.222         3.231        -0.587    177.16         2.644         1.909         3.284       3.235       2.450       3.272       3.409       2.983       4.751       2.149
 1867   121.79867   41.05333         0.156        -4.028         6.494         8.450        -1.800    154.10         6.650         5.125         8.639       5.809       5.172       5.619       5.558       6.416       7.808       4.559
 1868   122.46433   41.34233       -15.938         2.264        -8.955        -8.285       -16.608     16.48       -24.893         4.161        18.560       9.564       3.912       2.965       3.318       9.273       9.649       5.022
 1869   121.96867   41.28133        -6.618        -1.262        -2.419        -2.069        -6.968    164.49        -9.037         2.450         7.269       4.249       2.842       1.965       2.659       3.239       4.673       1.822
 1870   122.24300   41.40333         7.137         8.099       -12.084        10.095       -15.042     69.94        -4.947        12.568        18.115       8.859       2.735       2.548       8.802       2.492       9.319       4.487
 1871   121.88000   40.60300        -2.943         1.847         2.928         3.461        -3.476     16.09        -0.015         3.469         4.906       5.760       1.875       1.433       2.435       5.006       5.902       2.605
 1872   103.20133   24.51867        14.023        48.164        -6.086        53.171       -45.234     50.90         7.938        49.202        69.809       8.183       5.371       5.608       9.146       4.356       9.468       5.376
 1873   103.14833   24.86033        16.610        47.096        -3.001        54.911       -41.301     50.88        13.610        48.106        68.709      11.513       7.484       7.998       5.528      13.315      14.328       7.253
 1874   103.64233   24.37233         6.659        20.232        -5.321        21.769       -20.431     53.25         1.338        21.100        29.855       3.837       3.271       4.680       4.582       4.254       5.729       3.367
 1875   103.58933   24.71400         6.314        20.300       -10.726        19.809       -24.222     56.38        -4.413        22.015        31.290       8.351       5.308       7.808       9.875       5.174      11.275       5.510
 1876   104.07333   26.01767        -1.517        15.224         5.360        17.529       -13.686     38.64         3.843        15.607        22.238       2.110       1.269       1.212       1.712       1.589       2.326       1.173
 1877   104.40700   25.47333        -1.283         3.437        -5.494         0.642        -7.419     60.74        -6.777         4.031         7.447       2.070       1.807       2.206       2.510       2.182       3.016       1.805
 1878   104.63333   26.33733         1.448        10.035         4.383        13.057        -7.226     40.84         5.832        10.141        14.923       2.659       1.734       1.707       3.045       1.430       3.143       1.785
 1879   105.29867   26.18867        -2.056         3.172         2.199         3.891        -3.748     28.08         0.143         3.819         5.402       2.088       1.657       1.571       1.951       1.974       2.655       1.445
 1880   105.58033   25.66300         0.423        -0.824         0.333         1.203        -0.447    133.44         0.756         0.825         1.283       3.410       1.609       1.715       3.419       1.589       4.052       1.733
 1881   105.24867   25.26733        -2.058        -1.403         0.270         0.929        -2.717    154.83        -1.788         1.823         2.871       4.042       2.466       2.008       2.417       3.757       4.306       2.312
 1882   102.65767   28.16167       -32.169        29.387        20.342        33.494       -45.321     24.11       -11.827        39.408        56.355       4.014       3.936       6.216       4.804       5.612       7.587       3.591
 1883   102.93500   27.95633       -23.243        27.060         3.618        20.396       -40.022     31.80       -19.625        30.209        44.920       2.628       1.865       2.276       2.614       2.642       3.619       1.906
 1885   102.14367   27.95400       -13.343        32.757        18.031        38.663       -33.975     32.21         4.688        36.319        51.470       7.331       4.310       4.374       6.418       5.137       8.385       4.026
 1886   102.23900   28.13433       -18.628        40.948        18.873        45.159       -44.915     32.70         0.245        45.037        63.692       6.074       3.466       5.888       6.252       4.313       8.349       3.380
 1887   101.36200   22.91533        42.360        -0.879       -35.850        42.370       -35.859     90.64         6.510        39.115        55.508       7.192       6.325       9.853       7.139       9.839      12.315       5.998
 1889   101.14800   22.83100        27.113        -8.451       -15.154        28.740       -16.781    100.90        11.959        22.761        33.281       9.420      11.096      12.274       8.249      14.386      15.628       8.743
 1890   101.58967   22.55500        23.328         3.033       -16.762        23.556       -16.990     85.70         6.566        20.273        29.044       4.678       4.240       4.777       4.668       4.848       6.756       3.352
 1891   101.62833   22.75267        31.165         4.995       -31.859        31.559       -32.253     85.50        -0.694        31.906        45.124       5.407       4.304       4.375       5.901       4.351       7.792       3.420
 1892   101.02167   22.67433        37.878        26.674         5.775        52.958        -9.305     60.52        43.653        31.131        53.769      32.752      12.303      10.973      27.718      14.223      35.424      13.099
 1894   101.15567   22.65167        33.149         2.691         3.709        33.393         3.465     84.82        36.858        14.964        33.573       7.792       7.885      10.817       8.564       9.563      12.746       6.464
 1896   101.32500   22.52867        31.275         0.296        -6.988        31.277        -6.990     89.56        24.287        19.133        32.049       8.688       5.429       5.054       8.723       5.087      10.281       4.956
 1897   117.40933   30.70633         1.474        -3.664         5.540         7.697        -0.684    149.51         7.013         4.190         7.727       3.866       3.274       4.463       3.584       3.489       5.610       2.154
 1898   117.71367   30.82467         2.797       -12.315         5.529        16.553        -8.228    138.16         8.325        12.390        18.485       3.743       4.089       5.794       4.928       5.371       6.925       3.818
 1899   117.55533   31.04200        -2.433        -9.418        12.963        17.428        -6.898    154.63        10.530        12.163        18.744       3.685       3.889       6.978       6.835       4.400       7.396       4.401
 1900   117.09800   30.87667         2.183        -5.812        15.071        17.305        -0.050    158.98        17.255         8.678        17.305       9.709       3.614       4.154       6.328       6.568      10.580       3.689
 1901   117.23533   31.09100        -2.373        -8.617        15.432        18.919        -5.861    157.97        13.059        12.390        19.806       8.867       4.937       7.127       8.325       6.649      11.784       4.695
 1902   112.08067   39.79400         4.887         2.528         3.223         6.716         1.393     54.11         8.109         2.662         6.859       3.446       3.858       6.065       5.927       3.390       6.908       3.374
 1903   111.84600   39.64633         2.670         1.607         2.864         4.377         1.157     43.28         5.534         1.610         4.528       2.902       1.962       2.869       2.771       3.060       4.216       2.019
 1904   111.32133   39.70200         4.765         8.294        10.962        16.717        -0.990     34.76        15.727         8.854        16.746       4.789       4.536       9.700       9.801       3.280      10.914       4.862
 1906   107.51300   41.03967        29.550        -5.566         8.419        30.926         7.042    103.89        37.968        11.942        31.718       8.223       5.688       4.490       9.327       1.709       9.658       4.652
 1907   107.30967   40.90867        10.467       -10.909         9.050        20.691        -1.173    133.14        19.518        10.932        20.724       9.348       6.518       3.050       8.837       6.614       9.872       6.047
 1908   107.63200   41.32867        22.610        11.724         3.223        28.128        -2.296     64.79        25.832        15.212        28.222       7.419       6.056       7.432       7.493       7.612      10.421       5.468
 1909   107.37167   41.37467         4.465        16.603         2.467        20.099       -13.167     46.72         6.933        16.633        24.028       3.968       4.575       9.141       6.499       7.312      10.340       4.596
 1910   107.20900   41.19200        -7.825         1.784         5.596         5.829        -8.058      7.44        -2.229         6.943         9.945       5.061       3.741       5.010       5.124       5.089       7.018       3.710
 1911   115.71233   40.30100       -11.276        -6.157        -8.633        -3.657       -16.251    141.06       -19.908         6.297        16.657       7.069       4.995       7.369       5.807       6.862      10.599       3.510
 1912   115.56300   40.30300       -13.025       -10.125        -3.364         3.024       -19.413    147.75       -16.389        11.219        19.647      14.449       8.074       9.089       8.341      13.868      17.063       7.626
 1913   116.02167   39.97433       -27.212       -10.018        -4.712        -0.898       -31.026    159.16       -31.924        15.064        31.039      15.753       8.843       4.963       7.532      16.536      16.616       9.801
 1914   115.84000   40.21600         2.721       -18.669       -11.047        15.735       -24.061    124.88        -8.326        19.898        28.749       5.769       5.273       7.866       7.379       6.442       9.220       5.169
 1915   115.99267   40.25033       -12.152       -48.390       -17.916        33.442       -63.509    133.30       -30.068        48.476        71.776      17.352      11.049       9.704      12.427      16.698      20.489      10.567
 1916   115.40333   39.90933        13.336         0.703         6.476        13.407         6.405     84.21        19.811         3.501        14.858       3.104       3.443       6.024       5.484       3.028       6.648       2.928
 1917   115.42000   40.08433         5.877         1.867         2.081         6.642         1.316     67.74         7.958         2.663         6.771       2.761       5.717      11.568       6.680       7.604      12.163       3.774
 1918   115.87533   39.98533        18.629       -13.232        13.492        29.539         2.582    129.51        32.121        13.479        29.652      10.729       6.681       4.977      10.303       6.079      11.623       6.146
 1919   115.76467   40.09933        11.449        -4.649         4.491        13.776         2.163    116.60        15.940         5.807        13.945       5.787       5.929      10.488       5.915       8.801      11.801       4.626
 1920   114.96733   40.29567        -9.090         0.982         2.042         2.128        -9.176      5.00        -7.048         5.652         9.420       6.301       4.545       5.913       6.442       5.573       8.265       4.382
 1921   114.99667   40.45267       -17.385         2.566         3.870         4.176       -17.690      6.79       -13.514        10.933        18.176       6.671       6.109      10.922       8.345       7.302      12.370       4.819
 1922   115.19100   40.48233       -16.278         9.356         9.141        12.213       -19.350     18.18        -7.137        15.782        22.882       7.006       5.493      10.447       9.545       6.765      12.240       5.567
 1923   113.36433   40.19333        33.244         0.213       -11.185        33.245       -11.186     89.72        22.059        22.216        35.077      18.250      11.105      14.631      18.691      13.904      24.100      11.231
 1924   113.50400   40.15800         2.073        -4.225        -9.149         3.486       -10.562    108.49        -7.076         7.024        11.122       9.381       5.309       6.899       5.985       8.051      11.409       4.217
 1925   114.21900   40.39900        14.151       -12.313         1.246        21.600        -6.203    121.17        15.397        13.901        22.473       7.884       5.946      10.174       9.287       8.545      13.216       5.997
 1926   113.75033   40.20800        -0.291        -6.073         1.801         6.917        -5.408    139.89         1.510         6.162         8.780       3.276       3.608       5.723       4.971       3.843       6.215       3.176
 1927   113.55900   39.63667        10.190        -5.534        -4.772        12.014        -6.596    108.24         5.418         9.305        13.706       4.121       6.317      10.495       6.340       9.209      11.180       5.591
 1928   113.91633   39.98667         6.743       -10.245         5.068        16.185        -4.374    132.66        11.811        10.280        16.766       7.802       5.404       6.610       5.894       9.031      10.935       5.316
 1929   114.10433   39.89633         2.357       -13.006         9.746        19.572        -7.469    142.93        12.103        13.520        20.948       9.707       6.882       5.519       7.188       9.334      11.034       6.242
 1930   113.75000   39.85500         8.260        -4.311        -0.906         9.969        -2.615    111.62         7.354         6.292        10.306       7.441       4.243       5.133       7.337       5.034       8.854       4.471
 1931   113.78233   39.71233        12.772        -5.435        -2.749        14.486        -4.463    107.50        10.023         9.474        15.158       8.926       5.214       9.917       9.150       9.777      13.554       6.613
 1932   114.41067   40.60533         5.344        -4.291         9.771        12.386         2.729    148.64        15.114         4.828        12.683       5.847       4.608       5.660       4.669       6.640       8.236       3.998
 1933   114.25500   40.53867        10.611        -3.934         6.358        12.956         4.012    120.81        16.969         4.472        13.563       7.256       3.898       5.602       5.944       5.052       9.046       3.158
 1934   113.38967   41.21600        -0.482         3.195        -0.976         2.475        -3.934     47.21        -1.458         3.204         4.648       7.410       4.007       3.069       4.410       5.981       8.150       3.318
 1935   113.67533   41.24467         0.282         0.315         1.535         1.609         0.207     13.33         1.816         0.701         1.622       4.056       2.521       3.747       3.654       2.905       5.609       1.741
 1936   113.29733   40.95633         1.833         4.490        -7.782         3.603        -9.553     68.48        -5.950         6.578        10.210       8.962       6.586       8.388       5.417      10.230      12.647       5.198
 1937   114.00733   41.33733        -3.820         0.471         2.623         2.657        -3.854      4.16        -1.198         3.256         4.681       2.039       2.233       3.603       3.511       2.099       4.215       1.982
 1938   114.97767   41.56100        -2.399        -8.562         7.375        12.346        -7.370    149.86         4.976         9.858        14.379       4.252       3.079       3.520       5.658       2.122       5.955       3.065
 1939   114.92867   41.84733        -9.946        -0.699         2.899         2.936        -9.984    176.89        -7.048         6.460        10.407       4.694       1.888       1.661       1.657       4.693       5.120       2.415
 1940   114.57833   42.08033        -9.644         1.822         0.615         0.929        -9.958      9.78        -9.029         5.444        10.001       3.100       1.269       1.179       1.349       2.990       3.275       1.643
 1941   114.08067   41.82900        -4.732         1.942         1.491         2.047        -5.288     15.99        -3.241         3.668         5.671       1.797       1.042       0.889       1.204       1.664       2.033       1.037
 1942   113.30600   40.29600        13.361         0.431        -2.656        13.373        -2.668     88.46        10.705         8.020        13.636       6.431       4.392       5.222       6.265       5.068       8.383       3.860
 1943   113.13667   40.56000        -0.711        -4.275         1.910         5.071        -3.872    143.52         1.199         4.472         6.381      10.963       5.826       4.853       6.063       8.540      11.908       4.404
 1944   113.01700   40.64767         5.971        -4.148        -2.524         7.661        -4.214    112.16         3.447         5.937         8.743       8.456       4.408       4.501       7.846       4.177       9.866       3.894
 1945   113.06067   40.83867         1.908         5.587        -6.940         4.611        -9.642     64.19        -5.031         7.126        10.688       8.845       6.295       9.145       6.645      10.694      13.094       6.033
 1946   112.84433   40.87367        -6.167         1.456        -2.238        -1.757        -6.648     18.28        -8.405         2.445         6.876       6.436       5.265       7.918       6.927       6.476      10.163       4.374
 1947   112.62700   40.71033        -7.846        -7.140        -5.987         0.283       -14.117    138.71       -13.833         7.200        14.119       9.289       5.735       5.353       6.088       8.283      10.801       4.865
 1948   112.77267   40.56167         2.214       -12.966        -5.943        11.728       -15.457    126.27        -3.729        13.593        19.403       6.978       5.102       7.724       5.623       8.351      10.209       4.963
 1949   112.43600   40.01567         7.584        -5.993        -1.163        10.630        -4.209    116.94         6.421         7.419        11.433       5.298       3.852       5.570       6.260       4.544       7.493       3.985
 1950   112.26233   40.37767         0.258        -0.095        12.367        12.368         0.258    179.55        12.625         6.055        12.370       5.701       4.398       5.855       5.784       6.002       8.678       3.989
 1951   112.11367   39.98133         2.758        -6.716         1.405         8.831        -4.668    132.12         4.162         6.750         9.989       3.095       3.220       5.487       5.139       3.856       6.422       3.214
 1952   112.83500   40.44400         3.238       -11.098         0.108        12.881        -9.535    130.99         3.346        11.208        16.026       7.436       8.838      16.121       8.283      14.569      17.180       8.163
 1953   112.61933   40.35233         6.308        -5.017         6.978        11.671         1.615    136.91        13.286         5.028        11.782       4.481       4.939       6.356       5.996       4.204       7.627       3.503
 1954   112.70167   40.18133         5.119        -2.388        -0.476         6.000        -1.357    110.24         4.643         3.679         6.152       5.235       3.716       5.947       5.571       5.395       7.816       3.846
 1955   112.99700   40.17200       -14.337         3.367        -1.081        -0.274       -15.143     13.47       -15.418         7.434        15.146       5.830       3.511       4.787       4.417       6.322       7.595       3.914
 1956   113.15333   40.31567       -13.750         4.151         1.717         2.761       -14.794     14.11       -12.033         8.778        15.050      11.013       5.360       5.881       6.887      10.135      11.628       6.424
 1957   113.07367   40.41667        -7.283        -3.666         2.660         3.865        -8.489    161.80        -4.623         6.177         9.327      10.959       8.612      13.582      12.171       9.635      17.967       6.307
 1958   110.83033   41.48867         1.572        -2.508         2.170         4.397        -0.655    138.40         3.742         2.526         4.445       5.368       3.717       5.127       6.940       2.047       7.571       3.441
 1959   111.29400   41.55233        -7.076         0.780         4.315         4.368        -7.129      3.90        -2.761         5.748         8.360       3.471       2.473       3.286       3.236       3.419       4.847       2.282
 1960   111.35300   41.30567        -8.763         1.933         1.605         1.953        -9.112     10.23        -7.159         5.533         9.319       4.821       3.063       3.936       3.427       5.012       5.969       3.086
 1961   111.43467   40.74367         9.143        -5.986       -26.540        10.121       -27.518     99.27       -17.397        18.819        29.320       8.146      12.259      21.659       7.862      21.289      22.919      11.234
 1962   111.71233   40.73333         0.968         2.329       -22.901         1.193       -23.126     84.48       -21.933        12.160        23.157       7.494      15.634      26.993      11.341      24.245      28.588      12.406
 1963   111.80433   40.59133        -1.304         0.675        -3.901        -1.139        -4.066     76.26        -5.205         1.463         4.222       4.691       3.481       5.366       4.820       5.238       7.470       3.374
 1964   116.27500   39.95400        -1.490         7.055       -23.029         0.615       -25.134     73.39       -24.519        12.875        25.142      16.589      11.887      17.463      15.028      15.865      24.685       9.297
 1965   116.50333   39.79667       -25.861        -5.570        27.692        28.266       -26.434    174.12         1.831        27.350        38.700      15.977      10.640      17.198      17.340      15.607      23.169      11.744
 1966   116.64100   39.74867       -31.325       -57.208        84.236       107.766       -54.855    157.64        52.911        81.310       120.924      15.888      11.852      16.358      14.165      17.891      22.853      11.392
 1967   116.43867   39.91933       -39.166         8.193       -33.737       -27.820       -45.082     35.83       -72.902         8.631        52.975      16.114      10.948      18.291      15.974      15.670      23.671      10.502
 1968   116.53833   39.99900       -61.957       -44.759      -119.216       -37.454      -143.718    118.70      -181.173        53.132       148.519      37.657      26.578      28.978      21.468      42.331      49.514      22.660
 1969   116.85967   40.12767        17.440         7.254        10.667        22.059         6.048     57.51        28.107         8.006        22.873       9.217      12.827      21.496      19.833      11.289      23.717      10.944
 1970   116.19767   39.88533         7.262        27.732       -42.785        19.592       -55.114     66.03       -35.523        37.353        58.493      45.986      35.563      64.945      52.682      50.896      78.592      33.745
 1971   116.20333   39.84533        32.264        -8.660       -28.102        33.482       -29.320     98.00         4.162        31.401        44.505      45.692      55.256     123.942      78.912      77.116     127.264      45.144
 1972   116.09467   39.77300        -7.297        -9.594         4.865        10.143       -12.574    151.18        -2.431        11.359        16.155      31.282      16.418      16.941      21.532      24.244      35.508      14.509
 1973   115.96500   39.75300       -40.947         8.528        -4.676        -2.771       -42.852     12.59       -45.623        20.041        42.942      40.244      14.868       8.650       8.349      41.775      41.395      21.888
 1974   116.01300   39.70933       -22.307        -4.264        12.333        12.850       -22.824    173.09        -9.974        17.837        26.193      14.623      12.782      15.854      19.327      11.386      20.578      12.072
 1975   119.51233   40.23833         1.572        -3.378        -7.283         2.714        -8.424    108.67        -5.711         5.569         8.851       4.345       3.325       4.025       3.614       4.534       5.967       2.812
 1976   119.36500   40.07267        -4.586        -2.544        10.790        11.200        -4.996    170.85         6.204         8.098        12.264       5.119       3.310       4.471       5.724       3.328       6.918       3.156
 1977   118.65600   39.43867       -67.105        19.672       -21.631       -14.302       -74.434     20.43       -88.736        30.066        75.795       9.224       5.281       7.329       7.099       8.959      11.773       5.539
 1978   118.72433   39.56800       -39.005        32.518       -30.243        -1.812       -67.436     41.16       -69.248        32.812        67.460       9.102       6.226       7.351       8.373       8.912      11.934       6.257
 1979   118.81333   39.87733         6.301       -19.993        43.146        51.910        -2.463    156.33        49.447        27.186        51.968       7.987       3.876       4.340       4.376       8.068       9.490       4.428
 1980   118.60633   39.88667        -8.796       -23.754        23.690        36.223       -21.329    152.18        14.894        28.776        42.036       6.741       4.411       4.451       4.413       7.026       7.743       4.408
 1981   118.53400   40.07633       -18.961         0.156        -1.467        -1.466       -18.962      0.51       -20.428         8.748        19.019       7.692       3.767       5.228       5.141       7.517       9.879       4.131
 1982   120.27067   40.58567         1.287        -3.356        -1.720         3.461        -3.894    122.94        -0.433         3.678         5.210       2.748       2.434       2.700       2.745       3.120       3.990       2.157
 1983   119.93067   40.49333         2.331         0.045        -2.685         2.332        -2.685     89.49        -0.353         2.508         3.556       4.603       2.496       3.540       4.050       2.942       5.913       1.947
 1984   120.58600   41.23033         4.777         2.012         0.703         5.603        -0.123     67.67         5.480         2.863         5.604       3.117       1.662       1.267       1.402       2.863       3.309       1.531
 1985   120.56433   40.85900        11.166        -5.688        -0.759        13.444        -3.037    111.83        10.407         8.241        13.783       2.547       2.756       2.221       3.178       2.101       3.309       2.126
 1986   118.95433   41.70100        -2.123         0.461         7.563         7.584        -2.145      2.72         5.439         4.865         7.882       1.440       0.675       0.633       0.581       1.485       1.538       0.825
 1987   119.93300   41.86900        -3.711         1.003         4.584         4.704        -3.830      6.80         0.873         4.267         6.066       2.071       0.654       0.648       0.653       2.008       2.191       1.015
 1988   119.99167   41.25867         0.685         0.231        -0.639         0.725        -0.678     80.37         0.046         0.701         0.993       2.736       1.574       1.938       2.757       1.711       3.497       1.486
 1989   117.08167   40.50100       -10.558         0.678         5.430         5.458       -10.586      2.43        -5.128         8.022        11.911      11.529       6.180       6.319       6.568      10.354      13.440       5.479
 1990   116.97567   40.35367        -8.330         7.789        25.709        27.407       -10.028     12.30        17.379        18.717        29.183      12.056       9.680      15.604      14.714      12.882      18.689      10.193
 1991   117.07800   40.24467        -0.025         1.384        22.021        22.108        -0.111      3.58        21.996        11.110        22.108       8.436       6.548       5.061       6.013       7.717       9.958       4.803
 1992   116.61800   40.56333        10.641        -2.219        14.339        15.378         9.602    154.91        24.980         2.888        18.130      11.511       6.015       8.109      10.376       7.954      14.661       5.632
 1993   116.39800   40.63967         0.234        -0.493         6.666         6.704         0.197    175.64         6.901         3.254         6.707       6.465       7.648      10.773       7.980       7.602      12.343       4.760
 1994   116.20867   40.56100       -11.354        -1.198        24.833        24.873       -11.394    178.11        13.479        18.133        27.358      10.258       7.549      14.434      13.765      10.151      17.843       8.165
 1995   118.09000   39.95633        -2.349         4.576       -10.488        -0.295       -12.542     65.82       -12.837         6.123        12.545       5.536       6.272      14.180       6.470      12.006      15.468       5.761
 1996   117.96500   39.49933        -6.937        -0.136         2.970         2.972        -6.939    179.21        -3.967         4.955         7.548       3.331       2.737       4.230       3.174       4.057       5.237       2.532
 1997   116.63567   39.29900        17.288        11.281       -23.022        20.230       -25.964     75.38        -5.734        23.097        32.915      26.724       7.418       6.185      25.372       7.047      27.358      12.633
 1998   116.84633   39.32733        -6.949        26.185        23.931        38.890       -21.908     29.74        16.982        30.399        44.636      24.475       6.695       6.059      18.787      10.280      25.448       8.210
 1999   116.52300   39.16300         2.082         9.774       -35.552         4.469       -37.939     76.28       -33.470        21.204        38.201      12.049      13.737      11.439      12.513      11.420      15.833       8.990
 2000   117.02800   39.25400        -3.145        10.544       -23.046         1.403       -27.594     66.67       -26.191        14.498        27.629     175.867      77.330      67.039     114.784     103.985     187.339      56.746
 2001   116.58167   38.96267       -10.758         5.196         5.259         6.797       -12.296     16.49        -5.499         9.546        14.049      12.809       5.894       6.655       5.924      12.692      14.677       6.651
 2002   116.74100   38.91567       -21.254        23.586        14.618        26.312       -32.949     26.37        -6.637        29.631        42.166      37.038      12.064       7.430      10.952      32.455      37.780      15.160
 2003   117.09833   39.15600       -15.140        19.805       -31.985        -2.041       -45.084     56.52       -47.125        21.522        45.131      57.449     129.811     146.996      93.782     116.287     156.545      70.939
 2004   116.96333   39.04633        -7.552        28.055       -32.878        10.565       -50.995     57.15       -40.430        30.780        52.078      10.724      18.012      21.427      10.010      23.246      23.308      13.582
 2005   117.09933   39.60533        41.616        30.305      -136.239        46.638      -141.261     80.59       -94.622        93.949       148.760      20.282      12.170      17.847      19.134      20.412      26.966      14.477
 2006   116.91700   39.52467        -4.246         0.621       -94.464        -4.242       -94.468     89.61       -98.710        45.113        94.563       9.879      15.966      24.715      10.160      24.595      26.619      13.301
 2007   116.79667   39.58233       -38.215       -61.674        -2.643        43.759       -84.617    143.04       -40.858        64.188        95.262      17.729      10.522      10.788      13.276      15.826      20.194      10.555
 2008   117.32700   39.94467        -0.431        -2.119         8.441         8.921        -0.911    167.23         8.011         4.916         8.968       9.325       6.557      10.543       7.437       9.872      13.505       5.548
 2009   117.26067   39.88333        17.681         6.271        11.541        21.593         7.629     58.04        29.222         6.982        22.901      26.923      15.120      15.649      21.658      15.124      31.106      10.344
 2010   117.96233   36.45033        -2.198         0.763        10.550        10.596        -2.244      3.42         8.352         6.420        10.831       4.971       3.661       4.382       4.895       4.897       6.473       3.674
 2011   117.43567   35.04300         5.856         0.402         0.230         5.884         0.201     85.93         6.086         2.842         5.888       7.959       7.639       7.567       7.787       7.391      11.401       5.013
 2012   116.78700   34.89367        -6.511       -10.232         0.656         7.914       -13.768    144.65        -5.855        10.841        15.881       6.154       3.438       2.151       4.385       5.565       6.930       3.619
 2013   117.27367   34.74867         4.077         1.877         3.682         5.766         1.992     48.01         7.758         1.887         6.101      11.343       3.170       2.204       8.098       5.203      11.646       3.523
 2014   117.01367   34.51600        -8.385        -3.300        -2.820        -1.286        -9.919    155.07       -11.205         4.317        10.002       5.337       2.850       1.842       2.869       4.192       5.458       2.336
 2015   114.92800   34.00467       -10.125        -0.636        -2.810        -2.755       -10.180    175.07       -12.935         3.712        10.546       3.195       2.008       1.724       1.654       3.209       3.765       1.725
 2016   115.30333   34.27967        -5.925        -0.915        -4.160        -3.771        -6.314    156.98       -10.085         1.271         7.354       5.417       3.700       1.917       3.620       4.199       5.850       2.610
 2017   114.92567   33.42567       -10.660         2.144         0.011         0.426       -11.074     10.95       -10.649         5.750        11.083       2.953       2.236       4.839       4.899       2.730       5.516       2.849
 2018   115.59033   33.32200        -4.716         0.763         0.911         1.013        -4.817      7.59        -3.804         2.915         4.923       1.396       1.750       4.816       4.284       1.707       4.865       2.172
 2019   115.76333   33.78400        -1.501        -1.244        -4.327        -1.031        -4.797    110.68        -5.828         1.883         4.906       1.693       1.615       3.271       1.511       3.158       3.680       1.656
 2020   115.97900   37.44233       -11.551        -3.229         0.171         1.002       -12.382    165.58       -11.380         6.692        12.422       3.551       3.245       3.834       3.577       3.100       5.091       2.173
 2021   116.27200   37.31900       -11.208       -10.140        -1.010         5.241       -17.459    148.35       -12.218        11.350        18.229       6.918       4.200       4.925       6.222       5.797       8.566       4.220
 2022   116.13467   37.90033        -6.515        -4.570         6.643         8.074        -7.946    162.61         0.128         8.010        11.329       4.053       4.290       6.544       6.587       3.621       7.772       3.626
 2023   116.45367   37.99133        -9.178        -8.869        10.887        14.246       -12.536    159.26         1.709        13.391        18.976       9.267       5.423       6.305       6.696       8.009      10.732       5.069
